AccountID,AccountType,Balance,CreditScore,Currency,CustomerID,DateOpened,ManagerID,ODLimit
2680279585442,Checking,40897.75,530,GBP,421935,2020-11-22,2154,6751.03
2155305655290,Checking,29963.07,332,EUR,434585,2023-06-19,419,9058.8
5323433314624,Savings,12120.96,734,USD,422424,2020-06-30,2148,9106.13
9709320195330,Checking,39944.66,728,GBP,433902,2024-06-13,2018,3089.57
5683604980620,FixedDeposit,25361.43,408,USD,429403,2020-08-30,2013,5014.6
5353189832170,Savings,47433.25,743,GBP,447979,2020-10-15,2300,9283.8
6466475896710,Checking,47593.78,417,USD,433672,2021-03-29,1165,9172.29
9401257715098,Business,13869.28,487,GBP,414079,2022-06-15,2374,8947.27
5763705058703,Savings,8231.72,496,USD,415608,2024-04-18,679,4629.65
9105189798518,Savings,47016.96,361,USD,438982,2024-06-01,2039,953.81
3774972250144,Savings,18793.46,333,USD,410601,2020-11-09,408,1819.28
8615778631976,Business,1951.27,368,GBP,431076,2022-10-21,23,8534.05
9329523713478,Checking,14152.0,787,EUR,410787,2021-04-22,2432,3042.22
7775823870937,Business,30920.53,393,USD,405237,2023-07-29,1476,7383.06
6665769566904,FixedDeposit,14173.25,731,EUR,419190,2024-06-26,435,2459.11
8035685419031,Business,17767.11,639,USD,407002,2020-11-16,2662,1733.75
3638256890944,FixedDeposit,49177.96,556,EUR,400520,2020-04-07,29,6133.1
5701036177964,Checking,7229.16,602,GBP,445506,2024-05-19,1990,9328.24
7869614068494,FixedDeposit,18134.29,444,USD,436010,2021-09-11,2719,3419.56
5076745004139,FixedDeposit,18007.42,646,EUR,421225,2023-09-06,2846,7636.79
7396573608353,Savings,16171.29,758,GBP,430231,2021-04-30,1530,5966.5
2127902086446,Business,1546.38,817,GBP,449222,2023-09-05,2811,9866.86
2769511854214,FixedDeposit,47185.97,418,USD,409856,2020-07-31,979,5874.49
1822695438755,Savings,47983.41,424,USD,418298,2023-08-31,649,5828.83
7195015406096,FixedDeposit,11513.01,795,EUR,433169,2020-12-06,1770,1996.31
9615884160697,Business,19662.4,660,USD,416752,2021-09-01,1853,4895.33
6132609192912,FixedDeposit,17418.43,784,USD,448038,2023-04-11,1471,6152.93
7813201305361,FixedDeposit,34082.11,789,GBP,448420,2023-03-30,2959,1082.12
7325511010822,Checking,22884.3,457,EUR,436644,2024-07-20,1964,4056.49
2717108214006,Checking,41744.87,762,GBP,426302,2022-05-05,1708,8037.31
3283187383213,Savings,11165.13,374,USD,422907,2023-03-12,2293,2650.6
2647328568117,Checking,30045.25,824,GBP,404553,2023-07-19,439,643.62
3057217269907,Checking,28064.34,501,USD,433973,2021-12-29,2039,3774.02
1844903385171,Savings,7929.11,826,EUR,443528,2023-05-23,2034,1811.73
5751069161733,Savings,3777.99,732,USD,403040,2022-10-02,1887,3841.33
9456856587073,Savings,19421.82,767,EUR,428090,2020-11-08,2371,4185.8
8344164354054,Business,14949.71,359,GBP,446978,2023-07-10,1853,1324.48
8515082262323,Savings,45299.64,477,EUR,449712,2024-02-06,2075,9953.29
5656271318621,Savings,3011.06,768,EUR,448573,2024-04-26,1348,2460.34
3142066377539,FixedDeposit,31674.92,827,GBP,445658,2022-07-15,2173,1752.9
5028189637505,Business,36840.3,381,USD,432070,2020-04-01,1827,8201.95
9424193845201,Savings,20535.87,471,USD,417138,2024-03-06,2136,3777.97
9538600293686,Checking,32858.46,719,EUR,427406,2023-09-24,2830,4211.01
7673878114453,Checking,9280.72,395,GBP,433526,2023-06-26,2466,9750.72
9274227711098,Business,24040.05,466,EUR,419338,2024-06-30,2187,1050.1
9944036570931,Savings,20425.34,846,EUR,444918,2021-04-06,1032,6395.93
6019751642848,Business,19923.81,398,GBP,435936,2021-03-30,2250,5931.49
4469931728029,Savings,44053.72,707,GBP,425923,2020-02-23,2212,5674.31
8279171212483,FixedDeposit,25833.22,620,EUR,445037,2022-01-02,458,5794.7
3688776471380,Business,26165.73,751,EUR,412417,2020-06-16,1477,5048.49
1476118960881,Savings,8077.27,773,EUR,435598,2020-10-16,2126,9511.01
3071486907659,Savings,22913.53,569,EUR,424612,2020-06-28,785,541.9
7692120906093,Checking,7976.41,769,USD,402671,2021-03-24,2061,9128.04
6923458048599,Checking,19536.88,647,EUR,405878,2024-04-04,1539,2086.27
8455108357826,FixedDeposit,3578.99,475,USD,427460,2021-07-19,1089,1730.88
6151351617288,Savings,20078.28,532,EUR,430762,2020-09-03,1332,6449.63
6429882949174,FixedDeposit,39062.1,464,GBP,444686,2020-07-31,876,7364.4
9180989036946,FixedDeposit,47793.62,504,EUR,420631,2023-11-03,1933,3469.76
7406383881710,Business,31958.86,718,EUR,446967,2022-10-08,1728,5175.44
9828761541153,FixedDeposit,36402.64,774,USD,420418,2020-05-13,99,4088.15
5599405838824,Business,30276.47,383,EUR,400733,2020-02-11,35,4946.08
5145421653428,Checking,32555.46,605,GBP,403668,2022-02-13,482,1060.59
1759900721079,FixedDeposit,31345.41,418,USD,402480,2022-08-05,479,1903.75
6325194005379,FixedDeposit,35921.96,594,USD,427849,2021-06-30,1176,2165.09
2456512961437,Checking,38023.8,347,GBP,400882,2022-08-05,1574,2589.98
9821956020466,Checking,38855.19,582,EUR,435157,2021-10-01,1792,1730.33
9541053105948,Savings,49309.31,577,GBP,436643,2020-05-03,2536,8844.21
4007749609067,Business,41194.0,540,EUR,449629,2024-07-15,1443,2463.59
7572963894265,Checking,41866.62,549,GBP,404028,2023-11-19,674,6970.16
4058965154166,Savings,39862.27,566,GBP,427835,2020-08-18,2631,8102.01
4532419129118,Checking,39100.33,695,USD,403278,2023-12-21,1614,4987.75
6262484475813,FixedDeposit,24311.32,545,EUR,424218,2024-04-05,2552,2631.41
7672381545210,Business,46118.3,755,EUR,425676,2022-12-13,963,7914.36
7583080751260,Business,47401.48,468,GBP,419113,2022-01-04,1741,6510.88
4793470474683,Business,34587.62,480,EUR,429669,2024-06-26,1373,9405.84
3992827474887,Business,43988.89,373,GBP,442496,2023-01-31,451,6652.0
2542540990586,FixedDeposit,8274.49,481,EUR,433932,2023-01-04,1115,9790.99
6316874445935,Business,18745.57,813,GBP,413630,2024-05-27,240,6883.58
5505544291539,Business,4424.37,724,USD,441212,2021-11-04,985,2658.74
8784499908189,FixedDeposit,33919.38,657,EUR,416956,2022-03-19,2932,4220.18
7410623245526,Savings,20659.41,390,GBP,427087,2021-02-20,539,3811.49
4542708025092,Business,47561.24,378,EUR,419112,2021-05-30,2725,7691.8
1344071208718,Business,43439.04,607,GBP,412725,2024-04-30,136,7049.5
6944195648554,Checking,46297.09,636,EUR,411813,2022-07-06,1361,5163.71
8443406391580,Business,13351.76,829,EUR,412430,2022-10-30,465,2971.11
4248224878206,Business,13172.73,501,GBP,407275,2022-01-13,478,872.75
2434844983292,FixedDeposit,25791.85,555,USD,434577,2021-10-21,1964,6257.73
5076820508489,Checking,28723.79,510,EUR,411281,2021-07-14,2337,7771.31
9656906836795,Savings,47245.74,509,USD,442635,2021-06-15,2824,5148.55
6432301423897,Business,37218.74,815,EUR,440927,2023-01-27,921,2545.51
4013197218054,Savings,15836.25,425,EUR,426043,2023-04-16,935,6585.82
7791664642701,FixedDeposit,43280.19,427,EUR,434792,2022-05-16,1724,2146.43
3919059072557,Checking,32954.53,779,GBP,400684,2022-01-03,769,8863.47
7698103952911,FixedDeposit,11959.29,808,USD,400664,2024-03-22,1812,4483.46
9602331733786,Savings,5099.67,528,GBP,427904,2023-09-11,1470,7928.87
7174348285794,Checking,30502.93,474,GBP,440792,2022-01-11,2692,4934.48
9527339885008,FixedDeposit,4988.32,318,GBP,411019,2022-09-15,2419,7804.53
4598566539716,Savings,22980.98,332,GBP,445000,2023-01-09,853,9526.21
9256510031187,FixedDeposit,16822.31,500,USD,405737,2023-08-08,2451,9552.45
8342383992909,Checking,20594.45,651,USD,449599,2020-12-24,311,1326.42
2881555818326,Business,2573.36,606,EUR,412993,2023-07-11,1160,3829.47
6225045896304,FixedDeposit,14400.65,409,GBP,426306,2021-08-11,2747,8026.97
5142450105538,Savings,27021.94,417,GBP,434965,2022-10-15,154,4030.91
5235452114062,Business,13412.42,414,USD,425250,2024-04-05,1150,8255.02
7820486485392,Business,39611.88,478,GBP,410573,2021-12-29,1461,1297.6
3954126942758,Checking,15669.61,572,EUR,442965,2024-01-01,236,2557.17
3935414118931,FixedDeposit,26217.95,404,GBP,433480,2021-03-22,1469,2625.61
3958083667551,Checking,21028.99,759,USD,442681,2023-10-17,2229,8430.17
1460257963336,Business,1979.09,397,USD,435875,2022-06-23,347,5268.25
1398511203038,Business,4699.62,420,EUR,418142,2023-05-26,1160,9720.73
9122298754357,Savings,15411.67,836,GBP,434436,2021-05-04,2015,1535.26
8546953951608,Checking,20394.57,503,USD,436560,2020-09-29,2093,6441.48
8203818014960,Savings,27830.54,426,USD,405089,2024-06-03,330,4976.67
8570487324008,Savings,47010.05,481,GBP,439114,2023-08-18,473,5460.8
1619930244552,Savings,13374.2,406,GBP,446518,2021-09-20,1422,1793.06
7601667092957,FixedDeposit,14321.0,345,EUR,420714,2022-05-08,29,4899.79
1615829254941,FixedDeposit,6015.15,367,USD,405977,2023-11-12,960,2058.24
5604848983613,Savings,31806.92,591,GBP,405601,2022-09-13,1215,9822.3
8719430188008,Savings,38890.91,717,EUR,417767,2024-04-16,1528,9095.48
2865829059231,Business,7769.5,597,USD,432464,2020-06-05,264,9021.66
3838393230493,Checking,16679.0,446,USD,438867,2020-04-19,2698,5465.46
5232666444899,Savings,27803.08,464,EUR,408194,2023-12-09,2533,5015.9
4976347814707,Business,9025.98,795,USD,407085,2023-01-02,1164,6332.21
4522357365346,Business,32317.45,820,EUR,435298,2020-01-18,2445,928.35
5473201385036,Savings,7385.92,718,GBP,401503,2021-12-11,245,3770.4
7085414486163,Savings,3193.06,464,EUR,445595,2023-07-04,1446,1280.63
6296106925767,Checking,4747.3,608,USD,432869,2022-04-24,2281,2926.66
5056651651993,FixedDeposit,15570.73,606,EUR,431212,2021-10-22,1104,8905.56
9777628487462,FixedDeposit,5454.22,455,USD,419104,2021-08-13,1828,6531.33
2920371885746,Business,32987.4,459,EUR,446201,2024-03-16,895,8327.52
4301038073353,FixedDeposit,34004.3,623,USD,406261,2021-12-13,2968,7560.92
2966732676870,Savings,7198.2,637,GBP,424428,2022-05-19,2173,8682.56
9812064087961,Checking,22697.26,445,USD,404399,2023-09-01,2634,7516.42
7125209127535,Business,7406.07,785,EUR,449654,2021-01-13,1802,4695.92
5110631024049,FixedDeposit,15840.07,400,EUR,423914,2020-02-19,1957,2622.76
4002386167214,Business,20023.75,428,GBP,416392,2022-07-02,2339,9379.72
9099753774851,FixedDeposit,34314.06,829,USD,405634,2024-07-24,2371,8517.85
2240404343278,Savings,21653.07,458,EUR,415213,2023-01-29,2463,7317.73
7238658096080,Savings,23289.4,473,USD,438804,2024-01-07,1071,6476.06
7703999454765,Checking,12952.92,706,GBP,445421,2021-11-11,2799,7520.93
3447523472912,Checking,43885.25,393,GBP,416784,2023-10-07,2146,3477.13
4171894840998,Business,1138.27,567,USD,400882,2023-04-22,1753,7532.96
5931621850318,Checking,11065.27,333,GBP,445704,2023-06-18,2476,4455.3
6574588908547,Checking,13826.24,568,EUR,425782,2022-04-25,2784,4797.27
2413555391856,Checking,20303.08,623,USD,432299,2022-01-23,809,8088.01
2278169789388,Savings,23592.8,681,USD,443426,2024-03-14,2698,5183.82
1878098124367,Business,40520.2,320,GBP,437313,2020-10-03,512,4837.79
3840283756901,Business,6360.87,412,USD,445951,2021-09-26,1516,3437.91
8597120313975,Checking,36418.93,832,USD,435188,2021-07-20,2254,3125.83
7972162200524,FixedDeposit,1450.55,661,GBP,438177,2021-09-02,483,5031.57
8826293847008,FixedDeposit,3855.38,668,USD,434233,2024-01-29,2666,8452.03
9535060256556,Business,15917.53,807,USD,430002,2020-01-17,461,793.03
5745017168878,Business,12694.69,386,GBP,418861,2021-12-30,797,1938.96
6335222313543,Savings,47080.47,374,EUR,431867,2022-01-26,2632,4889.69
4687229867177,Checking,33560.27,329,EUR,442735,2020-10-19,2372,5995.68
1851883253710,Savings,26085.27,627,USD,446565,2020-06-02,254,724.51
8583427351245,Savings,26813.09,726,USD,439367,2023-07-19,1490,3320.26
8263127994053,Business,40558.7,398,EUR,426175,2024-01-11,2711,7310.36
4156091406988,FixedDeposit,36668.64,799,EUR,433150,2020-01-04,1354,910.53
9008374930678,Business,26679.29,615,USD,408553,2021-08-27,1596,6542.1
3834467158247,Checking,14474.8,517,EUR,447472,2022-12-15,80,3302.85
1724874587791,Checking,6230.81,714,EUR,409631,2024-02-18,2195,948.24
4080451652494,Business,32889.01,587,GBP,429929,2021-04-26,224,3990.77
2123556864766,Savings,14641.02,531,GBP,442652,2024-01-17,1218,4424.21
1097574457949,Savings,12486.4,828,USD,413224,2024-01-29,1064,5678.1
4854443797242,Savings,6494.67,614,EUR,429205,2022-11-14,631,9665.25
1085297478654,Checking,37718.75,373,USD,449392,2022-01-26,2496,8036.44
7155754585419,Business,44801.89,648,USD,403145,2023-03-23,2564,787.25
3256227231748,Business,23645.03,300,GBP,442098,2022-10-16,2098,4479.28
4628125113723,FixedDeposit,46028.72,769,GBP,422465,2022-05-26,990,802.71
6172802404494,Business,4259.32,419,GBP,417783,2021-04-08,35,7419.99
8058550849622,FixedDeposit,6077.76,644,USD,425997,2021-02-26,2258,6409.88
1738695313432,Checking,34099.11,615,GBP,438115,2020-08-13,611,6208.48
9479168490710,Checking,35655.4,639,USD,446565,2021-06-04,578,900.47
1903076358904,Savings,29873.59,556,GBP,413425,2022-04-07,2806,3300.1
1034369322257,Checking,14434.78,649,USD,441454,2024-02-08,2012,3425.77
3640059494384,Business,45155.15,680,USD,429376,2020-05-28,151,2396.12
8307229471012,Checking,48334.47,732,GBP,447687,2021-12-29,306,7829.62
3768231861560,Savings,34313.11,645,USD,423661,2021-12-21,79,7730.69
1512811258384,FixedDeposit,17163.49,819,USD,426641,2020-03-02,2609,9688.73
1248642790685,Checking,9726.17,405,GBP,420740,2021-02-13,1126,4527.16
7575079143976,FixedDeposit,19655.22,544,EUR,427751,2024-02-15,167,9037.5
6442977249065,Business,15510.16,391,USD,414825,2023-03-03,2561,2336.91
8241623346435,Checking,33630.7,411,USD,438976,2020-08-20,1761,4652.43
7609870111405,Savings,24099.4,365,EUR,444749,2021-03-27,2450,6993.38
8685462940864,FixedDeposit,16528.8,346,EUR,426693,2023-04-29,1745,6607.97
6302914989355,Savings,37038.31,360,GBP,425752,2022-10-16,8,6806.86
3242017463406,FixedDeposit,4558.81,590,USD,440196,2022-03-28,1599,4338.33
9678923864445,Checking,4155.55,677,USD,418029,2020-08-01,2537,4828.75
6677152172498,FixedDeposit,1651.61,527,EUR,446122,2020-01-14,126,5598.75
9385165038551,FixedDeposit,40164.03,599,GBP,428629,2021-07-22,2802,7536.98
9371950709095,Savings,10968.01,403,GBP,439602,2021-10-09,1267,9526.65
3471485921520,Business,24660.7,328,USD,421161,2022-05-05,1945,8940.44
7592741329210,FixedDeposit,36541.48,558,USD,428902,2021-12-08,1812,8076.69
4125934769262,Checking,40465.1,577,USD,401314,2021-06-02,1633,6047.36
1881362959491,FixedDeposit,25547.22,556,USD,432375,2024-04-08,2264,2628.16
3835899239361,FixedDeposit,6356.65,494,USD,420546,2022-10-17,876,7890.61
3720322607894,Savings,25910.42,404,GBP,440353,2024-04-14,1698,8560.35
1305888360447,Business,23448.03,455,USD,401668,2024-03-31,323,9397.47
9490019536623,Savings,40333.16,516,GBP,404316,2022-01-18,257,1586.18
8491295598203,Business,38914.31,660,USD,448875,2020-08-17,1302,5160.9
1775064547442,FixedDeposit,38705.71,459,EUR,406312,2024-01-07,302,4272.96
1867380961026,FixedDeposit,5023.31,692,USD,435752,2023-01-16,1551,9652.52
3268484886249,Business,7761.37,630,GBP,424665,2023-06-05,858,5076.31
7789797330835,Checking,18519.75,803,EUR,423049,2022-07-28,690,2086.21
6885370401262,Business,35832.51,451,USD,449135,2022-07-05,1349,1193.16
3990220431385,FixedDeposit,4752.17,532,USD,429043,2024-05-11,1917,1784.86
1740386714767,FixedDeposit,45539.6,817,USD,402940,2022-11-08,2400,9870.67
3045267001061,Business,43529.48,584,EUR,414737,2020-04-15,15,1150.8
1414117825809,Savings,1588.16,708,GBP,403044,2023-12-19,2606,4384.31
6074020626397,Checking,18037.78,571,EUR,439976,2021-06-27,164,4494.68
5984796195979,Savings,48138.85,757,USD,442673,2022-02-19,853,2292.98
3129467803749,Checking,44636.44,388,USD,414030,2020-08-25,2349,6797.43
9219877552803,Savings,15834.16,304,USD,415930,2021-12-22,519,6011.34
1730731441995,Checking,23685.14,365,GBP,401221,2023-03-23,302,2995.71
6578084604224,Business,34393.83,690,USD,421072,2024-03-16,1362,2567.73
4751325462720,Savings,23930.13,807,EUR,436650,2020-04-02,656,5381.15
1683668262688,FixedDeposit,21742.4,482,GBP,435247,2022-05-11,824,4262.13
7902148196188,Checking,19712.04,328,GBP,422760,2020-08-06,529,6710.12
9333504147884,Business,4043.69,769,EUR,412441,2021-07-05,639,5604.01
9474477983555,Savings,39726.29,607,EUR,419433,2024-06-29,1423,9157.69
3383061723622,Savings,38876.69,608,USD,443713,2021-11-29,1489,5396.73
8161007380266,Business,36462.0,547,GBP,430152,2024-06-04,1734,6443.11
2751580609746,Savings,13088.23,577,USD,428957,2022-11-18,1485,8126.61
1560313546355,Savings,37904.15,823,EUR,421457,2023-08-04,2084,7939.15
4479097109296,Business,21285.14,707,USD,437235,2023-01-03,2230,1401.54
1629020880908,Business,19036.54,608,EUR,402990,2020-07-02,2672,7401.93
1804312639131,Savings,46072.91,470,GBP,407432,2023-03-04,2700,3015.32
5287609137673,Business,11921.03,648,GBP,409162,2023-04-18,2381,7152.47
9690918378178,FixedDeposit,39775.37,540,EUR,404527,2024-02-22,2929,3127.54
3257579778167,Checking,44269.92,397,USD,439729,2020-12-11,1397,2250.62
5049788936885,Business,34818.06,736,USD,419150,2022-07-20,186,9719.91
9131710317962,Savings,4973.93,390,GBP,442695,2022-08-16,2429,7698.33
5572491387216,FixedDeposit,9656.04,407,USD,407745,2022-10-22,2795,1655.06
7661711548765,Savings,19389.66,507,USD,449166,2021-04-16,1098,6476.32
3609960694777,Checking,22085.92,801,GBP,409799,2023-04-18,1173,7072.67
5971806409522,FixedDeposit,15856.59,489,GBP,441212,2022-06-06,2833,6637.89
9946236915402,Business,37183.78,358,GBP,419882,2023-01-13,815,1683.23
9841552043887,FixedDeposit,6295.06,663,EUR,408301,2024-01-29,515,5270.15
8185755001564,Business,4774.5,722,USD,449940,2022-03-29,2452,1307.52
9259415982376,Business,27402.81,429,EUR,423296,2024-02-25,548,9853.75
3004478630248,FixedDeposit,23458.61,495,USD,422879,2022-12-30,2882,3627.17
2840148038284,Business,33698.2,549,GBP,413890,2021-08-17,1746,1096.99
9881623825894,FixedDeposit,19313.07,736,EUR,425037,2023-03-30,1277,4641.34
4527927772951,FixedDeposit,18859.46,466,GBP,435613,2021-05-04,44,6378.25
4151580408771,Checking,21118.22,445,EUR,412091,2020-12-05,1508,611.34
7054093311749,Savings,3508.08,607,EUR,403365,2022-04-12,1619,3892.87
5824503851980,FixedDeposit,27070.52,700,EUR,403770,2021-02-26,2165,4232.27
1035206968392,FixedDeposit,20286.51,341,GBP,417303,2021-10-14,2516,5702.79
5852732294555,Savings,17992.77,674,USD,413012,2022-02-15,2117,6367.99
9200589258359,Checking,27733.04,663,GBP,444271,2022-02-21,2609,3144.93
9065927704731,Checking,38873.65,489,GBP,423124,2020-04-07,2362,5707.88
6275993929778,Savings,2669.42,801,GBP,428333,2023-05-03,559,5383.52
5844868100911,Checking,29612.23,445,USD,424346,2022-06-05,1960,9889.72
1340482707161,Checking,9307.95,389,USD,442931,2020-04-19,2711,7579.25
4048956208441,FixedDeposit,41285.92,346,USD,448456,2022-08-18,2791,2717.01
3634740806627,Savings,18323.47,456,USD,417410,2020-12-03,498,5224.1
1348864792888,Checking,11667.3,336,USD,424610,2023-04-06,2724,721.56
2938788160695,Business,12827.56,323,USD,438435,2021-06-20,2498,8812.53
2115619035182,Business,13281.48,829,GBP,422599,2023-12-26,1817,3848.38
1772001746321,Savings,12455.82,549,EUR,413198,2020-10-30,2311,7816.76
4405098519443,FixedDeposit,47115.03,378,USD,402946,2021-06-30,2362,4277.95
8061863757473,Business,24928.18,537,EUR,410619,2021-02-27,840,7125.32
6654005259722,FixedDeposit,34984.09,628,GBP,429070,2023-07-10,1234,6504.52
2914600221525,FixedDeposit,39411.96,665,USD,441923,2024-04-07,2,6869.06
5354391151438,Savings,48169.49,529,EUR,448421,2020-12-31,479,8275.93
8046220225149,Savings,1206.71,570,GBP,400610,2020-03-06,978,6510.8
6597820519675,Savings,14632.19,303,GBP,434971,2023-03-03,390,3864.65
5092609387424,Checking,37822.93,308,USD,400430,2020-02-23,1296,7391.23
3418019166655,FixedDeposit,21567.95,387,USD,416052,2024-06-20,1364,5355.21
3606352067455,Checking,38488.96,538,GBP,427650,2024-01-07,2407,5685.8
7157643486649,Checking,43884.37,763,EUR,448773,2022-05-31,2566,1089.5
8902408863852,Checking,14495.3,653,GBP,415275,2021-09-08,2360,8646.84
6325841664123,FixedDeposit,33430.5,803,EUR,421467,2020-01-09,2247,2099.39
6345029440584,Savings,32901.42,353,GBP,421881,2020-08-09,2759,3714.95
8867241521517,Business,42120.52,401,EUR,444510,2020-12-13,815,7045.31
6638625455023,Checking,26606.33,410,EUR,403110,2020-06-26,1643,5971.5
7006147768238,FixedDeposit,28605.05,404,GBP,404335,2021-09-16,531,2095.54
6704456415752,Checking,43368.48,392,USD,443381,2020-07-31,2219,8765.07
9861434725546,FixedDeposit,22360.92,329,EUR,418518,2021-03-16,1772,5073.84
1174064996812,FixedDeposit,5547.77,455,USD,438016,2021-11-09,1828,1622.62
3303991579979,Business,3958.11,723,GBP,412890,2021-10-22,2527,8024.27
3243229720626,Savings,41849.91,705,USD,428014,2021-10-08,1395,7381.49
5141685544922,Checking,28682.99,477,GBP,441956,2022-12-05,1165,5144.33
1989178721362,Savings,47152.32,405,USD,402341,2021-10-24,2758,5233.18
6693381636187,Savings,17913.3,782,USD,416391,2021-06-18,2199,3295.13
8466297396020,Business,6671.51,363,EUR,408226,2023-03-29,1341,8687.0
8123079773602,FixedDeposit,36582.47,717,GBP,409275,2023-04-17,1418,5032.0
6798774509405,Savings,20557.75,765,EUR,401858,2024-04-10,2320,9931.51
2052922712570,FixedDeposit,33977.8,656,EUR,407010,2020-08-19,1697,8053.58
8626894344522,Checking,37266.55,796,EUR,405925,2023-12-07,521,693.81
6870228538711,Checking,17204.89,732,EUR,420799,2022-11-17,2192,6917.11
1809661375147,Business,5628.25,649,USD,443084,2024-02-01,421,8073.62
7563158947115,Business,42333.57,672,USD,403945,2023-01-29,476,3669.2
4906329511984,Business,26864.37,326,EUR,442152,2020-05-10,1951,7885.52
1496675471683,Savings,4308.6,796,USD,412771,2020-07-20,1217,9532.72
9268647848873,FixedDeposit,7392.42,744,USD,401367,2021-08-05,1259,4369.96
3608031621547,Business,30370.39,684,USD,411760,2020-05-24,2753,7061.14
9518990323760,Savings,47263.04,646,USD,410186,2024-05-25,1104,2180.21
2654220441008,Savings,46986.36,429,GBP,427693,2022-02-22,1215,3295.22
6753887621727,Checking,49216.13,564,EUR,426320,2024-04-07,2411,8735.91
5712071835867,Business,24854.99,738,EUR,432920,2023-04-21,2493,7115.44
6300322150005,Business,37053.72,512,GBP,405902,2022-06-29,526,5101.17
8128535060956,Savings,48848.98,371,GBP,426075,2023-12-14,1874,626.7
4492865645084,Business,5752.93,424,GBP,447323,2023-06-30,2868,3157.5
2071945496185,Checking,26440.27,362,GBP,404136,2022-03-24,2498,839.75
6966876448689,Savings,18093.87,539,USD,444420,2020-08-14,1272,3782.77
1145922924275,FixedDeposit,6674.79,313,EUR,405237,2024-05-26,63,7897.74
9403330209414,Checking,32454.8,336,EUR,449903,2021-04-28,1243,1302.44
8060414283353,Checking,2077.72,592,USD,445208,2020-10-25,2815,6322.72
6108602855646,FixedDeposit,1419.2,727,EUR,435097,2024-03-28,447,5140.86
9698392092895,Savings,37774.14,637,GBP,448091,2021-09-10,1407,7713.16
4400210598771,Savings,27949.48,489,USD,402094,2023-09-10,1386,3763.78
6221176856081,Checking,11905.39,515,EUR,445853,2020-07-03,206,3809.9
4710724817929,Business,25536.22,701,EUR,403784,2024-06-17,333,958.91
2217858671055,Savings,3612.45,301,GBP,425159,2021-12-27,88,8307.42
5057351646751,Savings,25747.86,558,EUR,435415,2020-09-07,1515,7467.75
1077763219315,Checking,14213.33,340,EUR,419854,2023-05-15,1772,1830.55
9236883246357,Business,22254.14,751,USD,445655,2023-02-14,1926,8088.07
8987396800908,Business,30173.8,759,USD,444375,2020-09-18,2835,1116.83
5047885960451,FixedDeposit,42137.8,325,USD,444297,2021-04-04,1308,8779.46
1354923991798,Business,35744.9,763,USD,438444,2023-10-20,1413,5338.16
9661334882418,Business,35365.54,314,GBP,445937,2024-03-07,2944,2218.46
8511779137036,Checking,20339.1,722,USD,432074,2022-08-18,2888,2728.32
7797520282806,Checking,47718.1,386,GBP,426366,2021-12-10,157,7661.27
5190649105725,Checking,21776.57,355,EUR,438035,2023-08-06,2323,3709.63
3116060668942,Business,9228.41,842,EUR,408944,2022-09-13,1325,5362.46
