BranchID,EmployeeID,FirstName,Hiredate,LastName,ManagerID,Position
125,2011,Allison,2021-05-27,Campbell,null,Assistant Manager
247,2012,Ryan,2024-06-18,Greene,342,Teller
217,2013,Meghan,2015-07-16,Cummings,2561,Customer Service Representative
189,2014,Benjamin,2015-10-27,Gomez,null,Assistant Manager
227,2015,Elizabeth,2024-02-12,Torres,1981,Financial Analyst
197,2016,Heather,2022-04-25,Reed,286,Loan Officer
177,2017,Christine,2018-02-16,Gomez,1842,Customer Service Representative
235,2018,Terri,2018-07-02,Holt,753,Customer Service Representative
222,2019,Amanda,2019-03-02,Johnson,301,Loan Officer
204,2020,Jerry,2021-12-10,Hunt,743,Loan Officer
252,2021,Norman,2016-09-10,Baker,515,Loan Officer
204,2022,Cody,2020-03-22,Dominguez,743,Teller
120,2023,Evelyn,2016-02-05,Brown,260,Teller
204,2024,Mitchell,2019-01-08,Taylor,null,Assistant Manager
159,2025,Michelle,2021-04-10,Livingston,null,Manager
124,2026,Amanda,2021-11-26,Mendez,1380,Customer Service Representative
107,2027,Jonathan,2018-07-11,Jones,1565,Loan Officer
242,2028,William,2022-01-13,Turner,80,Loan Officer
263,2029,Joseph,2018-04-20,Bond,2532,Financial Analyst
296,2030,Christina,2019-01-03,Mendez,1221,Loan Officer
208,2031,Stephanie,2024-07-03,Cox,null,Assistant Manager
133,2032,Luis,2015-08-17,Love,2752,Customer Service Representative
167,2033,Molly,2019-04-06,Strickland,null,Assistant Manager
255,2034,Matthew,2023-03-27,Brown,2340,Teller
115,2035,Kimberly,2022-02-08,Williams,1922,Loan Officer
215,2036,Betty,2015-12-11,Rivera,2497,Customer Service Representative
197,2037,Holly,2016-12-06,Wyatt,null,Manager
221,2038,Lauren,2019-05-10,Soto,2050,Teller
216,2039,Luis,2019-10-01,Johnson,1064,Customer Service Representative
106,2040,Erika,2020-04-08,Myers,61,Financial Analyst
126,2041,Caleb,2018-12-02,Graves,null,Assistant Manager
262,2042,Donald,2024-05-20,Johnson,null,Manager
278,2043,Dan,2020-07-22,Estrada,559,Teller
293,2044,Robert,2015-04-30,Moses,2512,Teller
125,2045,Christopher,2018-02-23,Ballard,2011,Teller
220,2046,Maria,2018-11-16,Davis,109,Financial Analyst
166,2047,Sabrina,2021-12-04,Palmer,1531,Customer Service Representative
201,2048,Michael,2021-11-30,Bailey,1634,Teller
147,2049,Tamara,2017-11-26,Rogers,171,Loan Officer
221,2050,Aaron,2023-07-01,Francis,null,Manager
231,2051,David,2015-07-27,Davis,null,Assistant Manager
166,2052,Carol,2023-09-11,Alvarez,1531,Financial Analyst
156,2053,John,2015-04-04,Howard,557,Loan Officer
291,2054,Amanda,2022-02-09,Sullivan,null,Manager
199,2055,Angela,2018-08-22,Richards,null,Assistant Manager
160,2056,Stephen,2023-11-12,Ray,440,Teller
197,2057,Rachel,2022-06-19,Keller,1384,Financial Analyst
258,2058,Richard,2017-12-31,Sims,1973,Customer Service Representative
119,2059,Nicole,2016-03-04,Young,null,Assistant Manager
257,2060,Sharon,2017-01-03,Thompson,null,Assistant Manager
101,2061,Allison,2019-06-19,Arellano,2275,Financial Analyst
296,2062,Melinda,2020-12-25,Campbell,null,Manager
212,2063,Thomas,2024-02-25,Ochoa,1167,Financial Analyst
202,2064,Michael,2022-09-06,Herrera,1556,Financial Analyst
202,2065,Mallory,2017-10-14,Newman,null,Assistant Manager
141,2066,Robert,2019-01-07,Anderson,2957,Customer Service Representative
112,2067,Nichole,2024-04-21,Valdez,2398,Financial Analyst
164,2068,Katie,2020-07-03,Mooney,null,Assistant Manager
181,2069,Robert,2019-03-30,Henderson,1159,Teller
251,2070,Virginia,2017-07-07,Fitzgerald,null,Assistant Manager
200,2071,Mary,2014-08-22,Castillo,null,Assistant Manager
201,2072,Julie,2015-09-25,Gomez,2661,Loan Officer
145,2073,Emily,2022-11-26,Schwartz,2357,Loan Officer
124,2074,Christopher,2018-09-23,Hernandez,1380,Teller
206,2075,Hannah,2018-04-01,Bennett,null,Assistant Manager
206,2076,Marc,2018-07-04,Young,864,Financial Analyst
113,2077,Luis,2016-09-07,White,1722,Loan Officer
199,2078,Troy,2019-08-06,York,988,Financial Analyst
175,2079,Danielle,2015-12-17,Rice,422,Financial Analyst
275,2080,Jennifer,2019-04-08,Fields,null,Assistant Manager
153,2081,Kenneth,2019-02-16,Kelly,594,Customer Service Representative
265,2082,Jamie,2018-05-30,Richardson,null,Assistant Manager
246,2083,Jennifer,2023-10-02,Norton,1049,Loan Officer
222,2084,Raymond,2023-07-22,Johnson,530,Financial Analyst
242,2085,Vincent,2023-02-05,Ramos,1339,Teller
258,2086,Stacey,2014-12-19,Knight,null,Manager
155,2087,Nicole,2016-11-29,Martinez,null,Assistant Manager
246,2088,Nicole,2017-07-02,Powell,null,Manager
281,2089,David,2015-01-09,Bates,null,Manager
299,2090,Matthew,2015-08-22,Evans,2305,Loan Officer
165,2091,Howard,2018-03-21,Cruz,555,Financial Analyst
160,2092,Joshua,2018-05-07,Collier,null,Manager
234,2093,Stacey,2019-12-18,Barnes,1646,Teller
216,2094,Tina,2021-01-28,Cruz,251,Customer Service Representative
183,2095,Matthew,2016-11-09,Mitchell,null,Manager
119,2096,Andrea,2018-04-06,Perkins,2967,Loan Officer
219,2097,Donna,2019-02-02,Cantu,1119,Teller
217,2098,Jose,2022-07-21,Martinez,2868,Loan Officer
265,2099,John,2021-03-07,Miller,null,Manager
251,2100,Daniel,2019-10-21,Hill,407,Teller
270,2101,Christopher,2017-01-17,Wang,325,Financial Analyst
223,2102,Mariah,2014-12-10,Harrison,1087,Customer Service Representative
143,2103,Vanessa,2022-05-17,Sandoval,null,Assistant Manager
226,2104,Amber,2022-01-08,Austin,null,Manager
148,2105,Christopher,2023-07-05,Love,112,Financial Analyst
246,2106,Mark,2022-07-12,Gutierrez,294,Teller
130,2107,Kim,2023-05-17,Wise,2526,Financial Analyst
172,2108,Cynthia,2021-01-26,White,null,Manager
247,2109,Tina,2016-03-13,Smith,2148,Loan Officer
261,2110,Nicholas,2014-10-09,Kane,null,Assistant Manager
122,2111,Brett,2021-07-06,Thomas,null,Manager
255,2112,Zachary,2020-09-20,Bell,null,Assistant Manager
285,2113,David,2017-06-21,Anderson,2347,Teller
169,2114,John,2018-05-14,Robinson,1944,Financial Analyst
102,2115,Michael,2015-10-23,Taylor,null,Manager
205,2116,Bonnie,2023-05-18,Fernandez,1377,Loan Officer
184,2117,Deborah,2022-09-11,Pierce,761,Teller
121,2118,Erin,2017-04-23,Mason,1280,Financial Analyst
130,2119,Debra,2021-09-06,Fischer,2706,Teller
211,2120,Willie,2020-09-18,Wilson,1508,Loan Officer
148,2121,Joshua,2016-05-08,Russell,2915,Teller
253,2122,Jennifer,2015-07-20,Melendez,null,Manager
168,2123,Emily,2018-02-23,Shepard,null,Manager
124,2124,David,2020-06-04,Thomas,1955,Customer Service Representative
228,2125,Cindy,2016-04-20,Torres,null,Manager
218,2126,Mary,2023-09-03,Ayala,null,Manager
194,2127,Courtney,2022-01-29,Carter,null,Manager
275,2128,Donna,2023-12-01,Cooper,null,Manager
133,2129,Darrell,2018-01-25,Williams,2752,Loan Officer
142,2130,Tyler,2018-06-15,Lopez,null,Assistant Manager
147,2131,Kevin,2021-12-30,Dougherty,354,Customer Service Representative
117,2132,Vanessa,2019-01-23,Blair,666,Teller
130,2133,Yvette,2023-05-26,Hall,2182,Customer Service Representative
182,2134,Melissa,2017-12-21,Guerra,189,Teller
159,2135,Justin,2015-01-17,Terry,2631,Financial Analyst
242,2136,Scott,2017-08-11,Walters,88,Financial Analyst
230,2137,James,2019-08-01,Davis,2376,Teller
215,2138,Joyce,2020-01-03,Steele,1840,Customer Service Representative
204,2139,Donald,2015-04-10,Moreno,null,Manager
212,2140,Jamie,2021-08-03,Flores,68,Teller
187,2141,Lisa,2020-06-05,Rodriguez,378,Loan Officer
216,2142,Gloria,2022-02-17,Juarez,2181,Customer Service Representative
164,2143,Geoffrey,2024-06-20,Horne,null,Manager
216,2144,Kevin,2021-05-02,Kirk,null,Assistant Manager
233,2145,Julie,2018-11-02,Yang,null,Manager
146,2146,Jeffrey,2018-03-12,Vaughn,748,Loan Officer
191,2147,John,2015-09-13,Martinez,2802,Teller
247,2148,Patricia,2017-03-05,Scott,null,Assistant Manager
281,2149,Karen,2020-06-13,Gomez,762,Financial Analyst
281,2150,Thomas,2015-06-01,Burns,267,Financial Analyst
145,2151,Lauren,2022-04-02,Landry,2832,Loan Officer
219,2152,Daniel,2015-12-19,Glover,982,Loan Officer
124,2153,Debbie,2020-07-20,Mayer,null,Manager
224,2154,Meghan,2024-01-17,Hall,null,Assistant Manager
158,2155,Victor,2020-05-04,Haley,1899,Customer Service Representative
112,2156,Alexa,2024-07-07,Young,1594,Financial Analyst
106,2157,Ann,2019-01-22,Allen,null,Manager
278,2158,Brenda,2021-04-30,Peterson,null,Assistant Manager
199,2159,Caleb,2019-01-15,Hart,null,Manager
286,2160,Laura,2021-08-21,Baxter,null,Assistant Manager
152,2161,Yesenia,2023-04-10,Williamson,null,Manager
285,2162,Kristin,2017-02-08,Pena,2347,Customer Service Representative
247,2163,Timothy,2023-12-30,Pollard,null,Assistant Manager
285,2164,Sue,2018-02-13,Hess,2371,Loan Officer
268,2165,Amber,2016-01-15,Hines,803,Teller
295,2166,Lauren,2019-10-08,Bryant,2669,Customer Service Representative
260,2167,Jill,2019-02-15,Watson,1639,Customer Service Representative
161,2168,James,2017-01-10,Shelton,2864,Teller
268,2169,Jerry,2024-07-24,Mann,2972,Loan Officer
236,2170,Patricia,2015-04-22,Bean,262,Loan Officer
277,2171,Brandon,2016-02-12,King,702,Teller
160,2172,Wendy,2020-12-02,Fields,2092,Loan Officer
192,2173,Ashley,2021-09-06,Singleton,409,Teller
186,2174,Gina,2016-02-20,Lin,756,Loan Officer
256,2175,Jesse,2021-09-09,Conrad,null,Assistant Manager
142,2176,Briana,2020-07-03,Ramsey,null,Manager
170,2177,Jennifer,2016-05-15,Brown,null,Assistant Manager
171,2178,Adriana,2020-09-29,Howell,2761,Teller
267,2179,Scott,2022-06-28,Conway,null,Manager
288,2180,Adam,2020-12-01,Thomas,363,Teller
216,2181,Margaret,2024-04-10,Klein,null,Manager
130,2182,Elizabeth,2019-01-18,Hanna,null,Manager
249,2183,Wendy,2022-09-24,Clark,1076,Loan Officer
265,2184,Larry,2022-01-19,Guerrero,1846,Customer Service Representative
157,2185,Christopher,2015-08-31,Osborne,null,Manager
193,2186,Anthony,2019-05-23,Coleman,null,Manager
270,2187,Michelle,2024-03-15,Molina,1513,Customer Service Representative
189,2188,Adam,2020-12-17,Garcia,2986,Customer Service Representative
218,2189,Tracy,2020-05-17,Kelley,null,Manager
221,2190,Janice,2018-10-09,Guerra,2050,Financial Analyst
276,2191,Tammie,2022-09-12,Watkins,1040,Teller
187,2192,Jenna,2017-08-01,Campbell,2750,Loan Officer
170,2193,Jessica,2017-01-17,Hughes,null,Manager
272,2194,Aaron,2020-07-08,Montoya,396,Customer Service Representative
256,2195,Zachary,2024-04-04,Higgins,null,Assistant Manager
187,2196,Melissa,2022-12-03,Carlson,2745,Teller
143,2197,Jessica,2017-03-15,Nelson,1697,Financial Analyst
248,2198,Paula,2018-05-06,Marshall,2303,Loan Officer
182,2199,Jason,2016-12-21,Brown,null,Manager
280,2200,Joseph,2018-06-20,May,875,Financial Analyst
148,2201,Jesse,2015-10-24,Mason,2915,Financial Analyst
238,2202,Sean,2014-09-05,Wilson,2906,Customer Service Representative
115,2203,Courtney,2014-08-16,Sosa,null,Manager
156,2204,Dennis,2018-08-07,Ramsey,2352,Loan Officer
290,2205,Cody,2023-03-25,Larson,2238,Teller
186,2206,Charles,2021-08-21,Porter,756,Teller
143,2207,Kaitlyn,2017-12-07,Harris,null,Assistant Manager
143,2208,Charles,2024-03-20,Rivera,2654,Loan Officer
166,2209,Sylvia,2020-11-20,Johnston,1785,Loan Officer
248,2210,Amanda,2019-08-20,Sherman,null,Assistant Manager
298,2211,Jessica,2023-11-21,Monroe,null,Manager
109,2212,Jose,2023-11-10,Cannon,null,Manager
216,2213,Victor,2022-10-16,Williams,null,Assistant Manager
155,2214,Robert,2020-08-15,Schultz,353,Teller
228,2215,Thomas,2018-07-14,Jackson,2671,Customer Service Representative
241,2216,Julia,2019-10-21,Jones,null,Assistant Manager
182,2217,Samantha,2015-03-19,Robinson,null,Manager
188,2218,Allison,2024-03-08,Rose,2226,Customer Service Representative
137,2219,Scott,2016-12-02,Perry,2350,Teller
283,2220,Alexander,2022-10-31,Wilson,2693,Loan Officer
100,2221,Shannon,2021-07-18,Garcia,1984,Customer Service Representative
119,2222,Paula,2019-08-28,Rowe,null,Manager
162,2223,Sarah,2021-05-13,Johnson,null,Assistant Manager
118,2224,Michael,2019-02-21,Glover,2858,Financial Analyst
157,2225,Richard,2023-12-10,Peters,2185,Customer Service Representative
188,2226,Renee,2024-06-25,Wu,null,Manager
280,2227,Karen,2022-05-29,Hoffman,1999,Teller
274,2228,Edward,2015-08-17,Williams,1561,Loan Officer
114,2229,Kenneth,2019-10-01,Franklin,null,Manager
271,2230,Stacey,2022-09-18,Gonzales,898,Teller
159,2231,Heather,2020-07-14,Fuller,2631,Teller
126,2232,Matthew,2020-05-25,Green,1329,Financial Analyst
152,2233,Michael,2018-03-31,Harris,2904,Teller
263,2234,Sarah,2020-10-05,Hogan,null,Assistant Manager
299,2235,Sabrina,2014-10-15,Allen,1780,Customer Service Representative
154,2236,Elizabeth,2018-05-28,Rhodes,2645,Financial Analyst
216,2237,William,2020-08-15,Adams,1064,Customer Service Representative
290,2238,Alex,2016-07-19,Fields,null,Manager
143,2239,Kristin,2015-03-28,Peters,784,Customer Service Representative
236,2240,Gloria,2022-09-19,Lang,1829,Teller
108,2241,James,2024-03-26,Johnson,null,Assistant Manager
100,2242,Sheila,2016-08-18,Murphy,null,Assistant Manager
107,2243,Dylan,2020-12-17,Kennedy,1810,Loan Officer
124,2244,Lori,2018-10-13,Ryan,2001,Loan Officer
263,2245,John,2014-12-27,Lopez,2914,Loan Officer
138,2246,Dawn,2022-06-10,Park,185,Loan Officer
158,2247,Jacob,2015-11-04,Stewart,null,Manager
233,2248,Nicole,2016-09-15,Patterson,null,Assistant Manager
223,2249,Thomas,2017-04-15,Pham,1418,Financial Analyst
263,2250,Tammy,2020-02-27,Barber,2532,Teller
100,1,Kimberly,2019-05-16,Herrera,1984,Financial Analyst
194,2,Sherry,2016-01-19,Williams,1063,Teller
294,3,Mark,2017-05-31,Rogers,2989,Customer Service Representative
271,4,Charles,2016-01-30,Wheeler,null,Assistant Manager
242,5,Gary,2020-04-20,Norman,1339,Financial Analyst
249,6,Virginia,2015-12-10,Waters,1127,Teller
233,7,Jeffrey,2022-09-19,Jackson,2312,Teller
282,8,Shannon,2023-06-11,Crawford,2454,Customer Service Representative
178,9,Jeffrey,2015-09-13,Morris,2728,Customer Service Representative
160,10,Sarah,2016-02-19,Sanders,1226,Loan Officer
297,11,Linda,2017-07-18,Anderson,1648,Teller
265,12,Kristen,2015-12-26,Jackson,2273,Financial Analyst
212,13,Megan,2021-05-07,Patton,null,Manager
265,14,Patrick,2015-01-17,Allen,1029,Financial Analyst
142,15,Christina,2019-11-01,Williams,1403,Loan Officer
155,16,Ellen,2020-05-04,Campos,null,Assistant Manager
253,17,Tyler,2017-12-05,Bush,null,Assistant Manager
254,18,Bryan,2014-07-30,Jones,1727,Customer Service Representative
210,19,Robert,2019-03-01,Lutz,2665,Loan Officer
153,20,Nicole,2021-05-30,Barton,497,Customer Service Representative
259,21,Joan,2020-06-19,Jordan,2006,Financial Analyst
258,22,Gary,2020-02-22,Thompson,null,Manager
245,23,Jennifer,2015-11-06,Townsend,null,Manager
279,24,Katherine,2022-04-02,Rivera,null,Assistant Manager
269,25,Melissa,2016-08-30,Johnson,null,Manager
199,26,Lisa,2018-09-23,Harvey,2055,Loan Officer
148,27,Ivan,2020-06-23,Roman,806,Financial Analyst
257,28,Jason,2021-06-05,Wilkerson,2060,Teller
283,29,Jacob,2022-09-11,Morrison,897,Loan Officer
267,30,Tommy,2018-09-05,Alvarado,1158,Financial Analyst
220,31,Ryan,2022-11-02,Garza,null,Assistant Manager
123,32,Jesus,2019-11-29,Pittman,null,Manager
246,33,Susan,2019-07-07,Carlson,null,Manager
103,34,Keith,2023-06-17,Estrada,1273,Customer Service Representative
201,35,Angela,2019-10-06,Beck,1634,Teller
179,36,Nancy,2024-07-25,Hester,1925,Loan Officer
241,37,Vincent,2019-11-28,Miranda,2216,Customer Service Representative
295,38,John,2018-03-18,Rivera,1188,Customer Service Representative
225,39,Alison,2018-07-04,Sims,null,Assistant Manager
211,40,Alicia,2017-07-05,Sutton,2767,Financial Analyst
196,41,Kenneth,2019-03-07,Wright,1926,Financial Analyst
135,42,Ronald,2020-10-07,Kramer,1873,Loan Officer
222,43,Christina,2014-10-05,Shepherd,null,Assistant Manager
219,44,Amanda,2017-09-20,Myers,982,Teller
277,45,Jeffrey,2017-05-03,Giles,1017,Loan Officer
210,46,Joshua,2020-01-03,Stevens,2665,Financial Analyst
136,47,Noah,2021-05-27,Garcia,1882,Financial Analyst
191,48,Maxwell,2022-09-27,Matthews,null,Assistant Manager
291,49,Paul,2020-06-06,Robinson,1994,Loan Officer
123,50,William,2016-02-03,Torres,32,Teller
177,51,Michael,2023-07-24,Farrell,1449,Financial Analyst
131,52,Stacey,2022-08-25,Baker,723,Loan Officer
103,53,Shelby,2015-03-05,Jennings,904,Financial Analyst
214,54,Melissa,2016-12-30,Smith,1802,Financial Analyst
211,55,William,2017-09-15,Bradley,null,Assistant Manager
295,56,Sandra,2016-11-01,Smith,null,Manager
111,57,Austin,2019-07-14,Garcia,1212,Customer Service Representative
145,58,Gina,2016-05-02,Martin,2832,Teller
121,59,Darlene,2022-05-04,Knight,1280,Customer Service Representative
202,60,Cristina,2016-04-28,Finley,null,Assistant Manager
106,61,Johnny,2015-11-28,Griffin,null,Manager
215,62,Robert,2019-06-28,Hughes,2920,Teller
229,63,Angela,2024-03-18,Christian,1465,Financial Analyst
181,64,Steven,2016-07-22,Watts,1159,Loan Officer
249,65,Jessica,2014-11-22,Ware,1538,Financial Analyst
110,66,Deborah,2020-08-18,Mueller,2747,Financial Analyst
267,67,Christopher,2020-12-12,Alexander,450,Customer Service Representative
212,68,Nicole,2018-10-24,Schroeder,null,Manager
235,69,Jaime,2024-07-02,Shah,1818,Financial Analyst
289,70,Donna,2015-12-21,Barron,2294,Loan Officer
222,71,Michael,2021-11-30,Snyder,1015,Customer Service Representative
229,72,Sara,2016-12-24,Miller,null,Assistant Manager
197,73,Wanda,2019-11-29,Tucker,95,Teller
260,74,Samuel,2018-12-26,Durham,null,Assistant Manager
286,75,Andrea,2022-11-01,Hooper,351,Loan Officer
167,76,Vanessa,2018-11-12,Frye,2033,Customer Service Representative
213,77,Angela,2022-04-06,Williams,1686,Financial Analyst
203,78,Ashlee,2021-09-20,Hill,null,Assistant Manager
243,79,Paige,2017-10-06,Miller,1748,Teller
242,80,Brittany,2014-12-25,Travis,null,Manager
293,81,Mark,2024-04-24,Wilson,704,Customer Service Representative
137,82,Samantha,2022-01-19,Scott,2350,Teller
133,83,Sarah,2022-12-13,Miller,2752,Customer Service Representative
135,84,Tamara,2019-06-14,Griffith,null,Manager
228,85,Andrea,2015-05-26,Wilson,2884,Teller
214,86,Darren,2016-07-29,Sanchez,841,Teller
220,87,Kristen,2014-09-30,Gallegos,109,Loan Officer
242,88,Stacy,2020-08-01,Mueller,null,Assistant Manager
